freq_high\freq_low,1.09,3.28,8.74,17.49,34.33
4.43,0.811775,0.809947,0.811052,0.809674,0.811567
2.25,0.811381,0.810704,0.811626,0.812995,0.810110
1.13,0.812639,0.811918,0.812555,0.812293,0.814210
0.42,0.811246,0.811596,0.813598,0.812498,0.813848
0.14,0.812110,0.811916,0.810826,0.812610,0.811827
