freq_high\freq_low,22.74,68.23,181.94,363.89,714.49
95.56,0.438537,0.414851,0.408992,0.423660,0.438092
48.67,0.430160,0.413514,0.415218,0.425309,0.413951
24.34,0.418748,0.403193,0.427084,0.428479,0.426231
9.13,0.424573,0.409498,0.435605,0.420117,0.430830
3.04,0.420103,0.389754,0.430079,0.424728,0.418960
