freq_high\freq_low,22.74,68.23,181.94,363.89,714.49
95.56,0.608650,0.643937,0.614759,0.640885,0.652016
48.67,0.604053,0.651612,0.626048,0.602634,0.622430
24.34,0.647965,0.661853,0.607347,0.619467,0.631968
9.13,0.566587,0.580025,0.628069,0.639165,0.623604
3.04,0.642166,0.619269,0.561030,0.643301,0.635523
