freq_high\freq_low,8.74,17.49,34.33
4.43,0.575451,0.573630,0.573472
2.25,0.575633,0.574965,0.575148
1.13,0.575813,0.576252,0.572522
0.42,0.576180,0.575187,0.573143
0.14,0.575518,0.576353,0.574811
