freq_high\freq_low,8.74,17.49,34.33
4.43,0.432966,0.431456,0.431253
2.25,0.433265,0.432574,0.432808
1.13,0.433516,0.433854,0.430396
0.42,0.433889,0.433016,0.431177
0.14,0.433319,0.434118,0.432591
