freq_high\freq_low,8.74,17.49,34.33
4.43,25.819933,25.624006,25.791947
2.25,25.815535,25.798774,25.838219
1.13,25.818493,25.745812,25.719409
0.42,25.822764,25.718137,25.662911
0.14,25.743724,25.771259,25.692132
