freq_high\freq_low,8.74,17.49,34.33
4.43,0.813505,0.810700,0.812795
2.25,0.812568,0.812025,0.812807
1.13,0.813748,0.812494,0.812149
0.42,0.813311,0.811811,0.811075
0.14,0.812751,0.812542,0.811907
