freq_high\freq_low,8.74,17.49,34.33
4.43,0.274852,0.270888,0.274086
2.25,0.275724,0.274078,0.275546
1.13,0.274949,0.275031,0.271151
0.42,0.274698,0.273188,0.271428
0.14,0.272985,0.275759,0.274628
