freq_high\freq_low,8.74,17.49,34.33
4.43,29.024466,30.448135,29.358501
2.25,29.170124,29.369802,29.063800
1.13,29.147040,29.596527,29.914112
0.42,29.318562,29.982143,30.437174
0.14,29.831875,29.569233,30.108744
