freq_high\freq_low,1.09,3.28,8.74,17.49,34.34
4.41,0.402677,0.398400,0.396519,0.395255,0.397037
2.25,0.390880,0.381970,0.398396,0.399950,0.399116
1.12,0.394104,0.393023,0.396544,0.399296,0.395268
0.42,0.386999,0.396144,0.399873,0.394184,0.395169
0.14,0.395958,0.393125,0.397049,0.400498,0.396674
