freq_high\freq_low,1.09,3.28,8.74,17.49,34.33
4.43,0.573297,0.572304,0.569864,0.571327,0.573467
2.25,0.575128,0.573191,0.574467,0.574536,0.571449
1.13,0.577063,0.576165,0.575903,0.576099,0.574938
0.42,0.575783,0.576370,0.573531,0.576376,0.574566
0.14,0.578291,0.576569,0.573500,0.575013,0.576060
