freq_high\freq_low,1.09,3.28,8.74,17.49,34.34
4.41,0.411352,0.408370,0.406978,0.405638,0.407040
2.25,0.403157,0.394493,0.407989,0.409128,0.408304
1.12,0.403966,0.404000,0.406598,0.408155,0.405751
0.42,0.399336,0.406220,0.407802,0.405039,0.405344
0.14,0.405834,0.404298,0.406621,0.408717,0.405886
