freq_high\freq_low,1.09,3.28,8.74,17.49,34.34
4.41,0.406085,0.400460,0.406855,0.405541,0.406848
2.25,0.403074,0.409359,0.407905,0.406774,0.404851
1.12,0.409746,0.407314,0.407570,0.408995,0.404882
0.42,0.407614,0.405475,0.404100,0.402677,0.402072
0.14,0.406406,0.406629,0.407097,0.409004,0.402126
