dataset,freq_low,freq_high,CSI-M,CSI-35,CSI-40,CSI-pool-4x4,CSI-pool-16x16,HSS,MSE,MAE,RMSE,PSNR,SSIM,CRPS,LPIPS,source_file
cikm,181.94,95.56,0.3201010791866446,0.22253172372214483,0.14842246308705162,0.341848327833493,0.39475625091912553,0.41330348464767264,39.17243,3.126024,5.880127,23.320719206814886,0.6674705041771943,0.03907530875805223,0.31687042,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow181.94_fhigh95.56/logs/log.log
cikm,363.89,3.04,0.32700440877184983,0.23175862789419988,0.15053272037792126,0.3496260870752204,0.40762795580797406,0.42254558693635147,38.000546,3.0096922,5.7905397,23.45672318462382,0.6762739039642206,0.037621157466903934,0.31405634,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow363.89_fhigh3.04/logs/log.log
cikm,363.89,9.13,0.32365402812374156,0.22607374991998133,0.15318180732723202,0.34366974248524584,0.39577793027162506,0.418866162373215,37.651417,3.000238,5.765416,23.49376253829563,0.6770301922557986,0.03750297623691466,0.31406322,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow363.89_fhigh9.13/logs/log.log
cikm,363.89,24.34,0.3245567333363543,0.23291438673311188,0.15991977784591774,0.3466498853584053,0.4005102633843883,0.42126090270260363,38.788357,3.0684068,5.8648357,23.32084887013745,0.6705173805259296,0.03835508663028034,0.3131438,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow363.89_fhigh24.34/logs/log.log
cikm,363.89,48.67,0.32165552164135636,0.22307153075801,0.14689718826935227,0.3426887145044889,0.39660261587907225,0.4152635093111676,39.623264,3.1092393,5.9118643,23.28027776178452,0.6672911675135599,0.03886549479939559,0.30184358,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow363.89_fhigh48.67/logs/log.log
cikm,363.89,95.56,0.32891920154530185,0.22598936220297516,0.1404702517553042,0.3478263285119063,0.3881541887511031,0.4222754811083655,37.050182,3.1688712,5.7193284,23.549808384927626,0.6657670562409426,0.039610884369059976,0.3732744,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow363.89_fhigh95.56/logs/log.log
cikm,714.49,3.04,0.3233590134796515,0.2267361401043297,0.1472032099137342,0.3441429380688396,0.3953588277444113,0.4186794000409615,37.7967,3.0244212,5.778538,23.47524751119222,0.6743745782036483,0.03780525625160934,0.316622,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow714.49_fhigh3.04/logs/log.log
cikm,714.49,9.13,0.32729650600009735,0.2293142626583379,0.15768630506465614,0.3488380211329997,0.40369371080268696,0.423145390526546,38.29325,3.041317,5.814582,23.42422444355233,0.6741640195864926,0.038016459233975376,0.31657568,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow714.49_fhigh9.13/logs/log.log
cikm,714.49,24.34,0.32481734993948763,0.22704144348466349,0.15027082611587825,0.3465484162354832,0.4018958919566171,0.4188969906270641,38.491634,3.063298,5.824404,23.415554154168966,0.6734125878538368,0.038291216342256115,0.31982812,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow714.49_fhigh24.34/logs/log.log
cikm,714.49,48.67,0.3251851342381429,0.22702997915138337,0.14591452654486917,0.3457399144917188,0.3966874282741236,0.4201502235656157,37.313034,2.9931598,5.740862,23.529787539876764,0.6778016803292174,0.037414491492763775,0.3164001,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow714.49_fhigh48.67/logs/log.log
cikm,714.49,95.56,0.32638847640864466,0.22889691785718863,0.1547928157356483,0.34658427894996285,0.3966565507477406,0.42119459899899736,38.761925,3.0992558,5.845254,23.386234876817948,0.6699060182072528,0.03874071201114474,0.32522044,Exps/gabor_exp_cikm/amplinet_latent_falfcl_only_2_3_13_2_AFNO2D_relu_convparallelwaveletafnogabor_expgabor_final_cikm_latent_32_CIKM_flow714.49_fhigh95.56/logs/log.log
