freq_high\freq_low,22.74,68.23,181.94,363.89,714.49
95.56,23.402318,23.386009,23.364892,23.407336,23.390020
48.67,23.461913,23.474302,23.370076,23.438554,23.469912
24.34,23.397074,23.396025,23.423113,23.519382,23.472727
9.13,23.533588,23.499189,23.361278,23.448921,23.519391
3.04,23.434215,23.417102,23.416479,23.252249,23.485377
