freq_high\freq_low,1.09,3.28,8.74,17.49,34.33
4.43,0.274451,0.270838,0.271797,0.276460,0.273905
2.25,0.271524,0.271510,0.163151,0.277833,
1.13,,0.276398,,0.166387,
0.42,0.274743,0.274138,0.273201,0.275806,0.277018
0.14,0.277365,0.275892,0.173845,0.165710,0.176598
