freq_high\freq_low,1.09,3.28,8.74,17.49,34.33
4.43,25.751206,25.544650,25.677846,25.776055,25.768252
2.25,25.586940,25.609985,23.705561,25.766232,
1.13,,25.821947,,23.493055,
0.42,25.744075,25.638621,25.689534,25.852734,25.826430
0.14,25.757820,25.781279,23.502554,23.122718,23.667758
