freq_high\freq_low,22.74,68.23,181.94,363.89,714.49
95.56,0.427594,0.420199,0.421276,0.422333,0.421081
48.67,0.423239,0.414716,0.416891,0.422649,0.419648
24.34,0.427630,0.420347,0.415704,0.420731,0.418455
9.13,0.419226,0.417800,0.423088,0.417674,0.413359
3.04,0.417664,0.418724,0.413139,0.417913,0.421248
